;Species;Month;Day;Year;CaptureTime;ReleaseTime;BandNumber;Age;Sex;Wing;Weight;Culmen;Hallux;Tail;StandardTail;Tarsus;WingPitFat;KeelFat;Crop
450;RT;10;11;1999;15:00:00; ;1177-04699;1;;370;1060;26.6;31.9;225;220;NA;NA;2;0
451;SS;10;11;1999;15:00:00; ;1142-19215;2;1;162;110;10;11.8;130;131;NA;NA;3;1
452;RT;10;12;1999;11:05:00; ;1177-04602;1;;363;850;25.5;30;220;216;NA;NA;0;0
453;RT;10;12;1999;11:20:00; ;1177-04603;1;;371;1145;25.5;10.3;215;214;NA;NA;2;1
454;SS;10;13;1999;09:01:00; ;2003-99311;2;2;199;165;12.5;15.7;161;155;NA;NA;4;1
455;RT;10;14;1999;09:23:00; ;1177-04604;1;;386;1090;26.1;28.2;226;225;NA;NA;2;0.5
456;RT;10;14;1999;09:52:00; ;1207-72620;1;;400;1345;32.6;33.9;227;233;NA;NA;3;0.25
457;RT;10;14;1999;13:15:00; ;1177-04605;1;;390;1050;26.6;29;236;232;NA;NA;1;1
458;SS;10;14;1999;13:49:00; ;2003-99312;2;2;199;200;12.5;14.9;169;156;NA;NA;3;1
459;CH;10;14;1999;14:45:00; ;1705-24639;2;2;254;505;19.6;24;212;209;NA;NA;3;0.25
460;RT;10;15;1999;10:08:00; ;1177-14606;2;;382;1040;27.1;30.8;210;203;NA;NA;1;0
461;SS;10;15;1999;10:50:00; ;803-05929;2;2;196;155;12.7;14.3;164;154;NA;NA;4;0
462;RT;10;15;1999;11:29:00; ;1177-04607;1;;354;965;26.2;28.5;226;222;NA;NA;2;0
463;RT;10;15;1999;12:27:00; ;1177-04608;1;;403;1105;28.9;33.2;242;236;NA;NA;1;0
464;SS;10;15;1999;13:35:00; ;2003-99313;1;2;194;155;12.6;13.7;153;149;NA;NA;0;0.4
465;RT;10;15;1999;14:08:00; ;1177-04609;1;;375;1045;27.2;30;221;214;NA;NA;2;1
466;RT;10;15;1999;14:39:00; ;1807-53131;1;;369;900;24.4;27.3;220;212;NA;NA;2;0
467;RT;10;15;1999;15:33:00; ;1177-04610;1;;368;1015;25.7;30.3;219;216;NA;NA;2;0
468;RT;10;16;1999;13:05:00; ;1177-04611;2;;393;1385;27.9;32.6;225;222;NA;NA;2;0
469;RT;10;20;1999;11:28:00; ;1177-04612;1;;370;1165;26;31.5;221;212;NA;NA;2;0.25
470;RT;10;20;1999;13:07:00; ;1177-04613;1;;378;905;28;32.3;215;216;NA;NA;0;0
471;RT;10;21;1999;11:50:00; ;1177-04614;1;;369;985;26;31.1;223;228;NA;NA;2;0
472;RT;10;21;1999;13:56:00; ;1807-53132;1;;364;800;25.5;28.6;219;211;NA;NA;2;0
473;RT;10;22;1999;09:40:00; ;1177-06415;1;;387;995;26.9;31.4;235;226;NA;NA;2;0
474;RT;10;23;1999;10:40:00; ;1207-72621;2;;410;1460;29.4;33.6;216;221;NA;NA;2;1
475;SS;10;23;1999;11:39:00; ;2003-99314;1;2;194;165;11.9;14.1;151;158;NA;NA;3;0
476;RT;10;25;1999;14:00:00; ;1207-72622;2;;410;1585;30.6;39.8;130;251;NA;NA;3;0
477;SS;10;27;1999;11:48:00; ;803-05930;2;2;194;185;13.1;15.5;154;163;NA;NA;1;0
478;RT;10;27;1999;12:55:00; ;1177-04616;1;;373;920;25;28.3;223;226;NA;NA;2;0
479;RT;11;1;1999;12:55:00; ;1207-72623;1;;390;1460;29.3;35.6;221;234;NA;NA;1;0.5
480;RT;11;2;1999;10:00:00; ;1207-72624;2;;404;1315;30;32.5;220;245;NA;NA;1;0
481;RT;11;2;1999;11:35:00; ;1177-04617;1;;375;1019;26;29.9;186;205;NA;NA;0;1
482;RT;11;3;1999;10:27:00; ;1207-72625;1;;395;1215;29.7;31.3;217;223;NA;NA;2;0
483;RT;11;3;1999;14:30:00; ;1177-04618;1;;379;1005;27.8;31.4;209;224;NA;NA;1;0
484;RT;11;4;1999;12:15:00; ;1207-72626;1;;382;1350;27.9;29.9;215;217;NA;NA;2;0
485;RT;11;4;1999;14:00:00; ;1207-72627;1;;404;1145;27.7;31.8;214;226;NA;NA;1;0
486;SS;11;5;1999;10:48:00; ;2003-99315;2;2;205;175;12.25;15.5;169;164;NA;NA;4;0
487;RT;11;5;1999;14:10:00; ;1177-04619;2;;377;1010;25.4;29;207;214;NA;NA;0;0.5
488;SS;11;6;1999;11:54:00; ;2003-99316;1;1;184;155;12;14.9;153;157;NA;NA;3;0
489;RT;11;8;1999;12:25:00; ;1177-04620;1;;390;1120;26.6;30;210;225;NA;NA;1;0.5
490;RT;11;9;1999;10:25:00; ;1177-14621;2;;404;280;28.2;31.55;224;226;NA;NA;3;0
491;RT;11;10;1999;10:15:00; ;1177-04622;1;;351;775;25.4;29.3;200;215;NA;NA;1;0
492;RT;11;10;1999;12:45:00; ;1207-72628;1;;394;1210;29.4;31.7;207;227;NA;NA;2;0
493;SS;11;10;1999;01:15:00; ;1142-19227;2;1;175;107;10;11.4;137;146;NA;NA;1;0
494;RT;11;12;1999;13:50:00; ;1807-53133;2;;372;909;24.4;25.4;212;216;NA;NA;2;0.25
495;SS;11;13;1999;10:30:00; ;1142-19228;1;1;169;95;10;11.85;132;144;NA;NA;2;0
496;RT;11;13;1999;11:30:00; ;1177-04623;1;;376;1145;25.1;31.55;226;234;NA;NA;2;0.75
497;RT;11;13;1999;12:05:00; ;1177-04624;1;;399;1150;27.2;29.55;232;243;NA;NA;2;0
498;RT;11;17;1999;13:11:00; ;1207-72629;1;;399;1560;30;33.85;228;232;NA;NA;3;1
499;RT;11;19;1999;09:58:00; ;1177-04625;1;;357;940;23.6;28.35;205;212;NA;NA;3;0
500;SS;9;7;2000;10:30:00; ;2003-94317;1;2;195;145;11.7;14.6;155;160;NA;NA;4;0
501;RT;9;7;2000;13:25:00; ;1207-22630;1;;400;1089;27.3;33.1;228;238;NA;NA;1;0.5
502;RT;9;9;2000;09:29:00; ;1207-72631;1;;382;1194;29.4;33.8;237;234;NA;NA;1;0
503;SS;9;9;2000;09:38:00; ;1142-18229;1;1;161;95;10.1;11.3;135;129;NA;NA;4;0
504;RT;9;13;2000;09:35:00; ;1177-04626;1;;390;1015;28;30.1;230;220;NA;NA;2;0
505;RT;9;13;2000;10:35:00; ;1177-04627;1;;379;975;24.1;29.1;219;227;NA;NA;2;0
506;RT;9;13;2000;11:35:00; ;1177-04628;1;;376;1035;26.8;30.5;223;234;NA;NA;2;0.5
507;RT;9;13;2000;12:10:00; ;1177-04629;2;;331;1055;27;30.4;210;223;NA;NA;2;1
508;RT;9;13;2000;14:02:00; ;1177-04630;1;;371;945;26.1;30.2;222;226;NA;NA;1;0
509;SS;9;14;2000;11:34:00; ;1213-58902;1;1;160;90;11;11.8;124;129;NA;NA;3;0.5
510;RT;9;15;2000;14:12:00; ;1177-04631;1;;361;785;25.2;28.7;201;211;NA;NA;1;0.5
511;CH;9;16;2000;12:23:00; ;1705-37411;2;2;268;56;19.3;26.1;206;223;NA;NA;3;0.25
512;RT;9;18;2000;12:05:00; ;1207-72632;1;;394;1220;30.3;34.5;234;234;NA;NA;1;0
513;SS;9;18;2000;12:35:00; ;2003-99318;2;2;191;175;13;15.3;149;154;NA;NA;4;0.5
514;RT;9;18;2000;13:39:00; ;1207-77633;2;;358;1025;27.4;29;204;201;NA;NA;1;1
515;RT;9;18;2000;14:33:00; ;1177-04632;1;;380;1000;26.9;29;204;217;NA;NA;3;1
516;SS;9;21;2000;10:40:00; ;803-05931;2;2;188;175;12.1;14.2;154;150;NA;NA;4;0
517;RT;9;21;2000;11:35:00; ;1207-72634;1;;397;1210;28.3;34;224;219;NA;NA;2;0.5
518;SS;9;21;2000;12:58:00; ;803-05932;2;2;196;180;13.1;13.9;150;160;NA;NA;4;1
519;SS;9;21;2000;13:32:00; ;803-05933;2;2;190;175;12.8;14.6;147;149;NA;NA;4;0.25
520;SS;9;22;2000;13:34:00; ;1142-19230;1;1;161;90;9.8;11.1;130;136;NA;NA;3;0.5
521;CH;9;25;2000;09:50:00; ;1705-37412;2;2;145;320;16.5;20.5;180;196;NA;NA;1;0.25
522;RT;9;25;2000;12:06:00; ;1207-72635;1;;392;1185;28.5;33;229;234;NA;NA;2;0
523;SS;9;25;2000;12:20:00; ;803-05934;1;2;190;NA;11.9;14.6;153;160;NA;NA;2;0.5
524;CH;9;25;2000;13:18:00; ;1204-45869;1;1;230;350;16.4;21.3;187;206;NA;NA;2;1
525;RT;9;25;2000;14:52:00; ;1207-72636;2;;406;NA;27;31.1;222;224;NA;NA;2;0.5
526;RT;9;26;2000;10:35:00; ;1177-04633;1;;363;950;24.6;30.3;214;219;NA;NA;2;0
527;SS;9;26;2000;11:40:00; ;1142-19231;1;1;162;85;10.1;11.4;132;137;NA;NA;2;0
528;RT;9;26;2000;12:10:00; ;1177-04634;1;;374;895;26.4;30.8;219;227;NA;NA;2;0
529;RT;9;26;2000;12:40:00; ;1177-04635;1;;412;1150;27.8;33.2;230;240;NA;NA;1;0.25
530;CH;9;26;2000;13:23:00; ;2206-35431;1;2;272;565;20.7;24;219;240;NA;NA;2;0
531;RT;9;26;2000;14:25:00; ;1177-04636;1;;388;950;26.5;32.2;230;235;NA;NA;2;0
532;RT;9;27;2000;11:30:00; ;1177-04637;1;;371;990;26.9;29.7;217;221;NA;NA;2;0
533;CH;9;27;2000;12:20:00; ;1204-45870;1;1;225;325;15.8;18.7;179;187;NA;NA;2;0.5
534;RT;9;27;2000;13:00:00; ;1207-72637;1;;391;1120;29;33.9;225;236;NA;NA;2;0.25
535;SS;9;28;2000;14:30:00; ;1142-19232;1;1;163;90;9.8;11.5;123;131;NA;NA;3;0.5
536;RT;9;29;2000;10:25:00; ;1207-72638;1;2;410;1120;28.5;33.6;229;237;NA;NA;2;0.5
537;RT;9;29;2000;11:47:00; ;1177-04638;1;;368;820;25.2;28.7;215;205;NA;NA;2;0
538;RT;9;29;2000;13:00:00; ;1177-04639;1;2;410;1200;26.7;29.4;247;255;NA;NA;2;0
539;RT;9;29;2000;13:30:00; ;1207-74639;2;2;425;1120;29.4;33.3;222;227;NA;NA;2;0
540;RT;9;30;2000;13:30:00; ;1177-04640;1;;368;1120;24.7;30.8;220;224;NA;NA;2;1
541;RT;9;30;2000;15:01:00; ;1207-74640;1;;392;1220;27.3;34.1;234;237;NA;NA;1;0
542;SS;10;1;2000;14:00:00; ;1705-37413;1;1;250;470;18.9;25.3;192;195;NA;NA;1;0
543;RT;10;1;2000;14:50:00; ;1207-72641;1;;418;1310;29.1;31.9;248;255;NA;NA;2;0.5
544;RT;10;2;2000;13:20:00; ;1177-04641;1;;370;920;26.8;29.7;221;223;NA;NA;3;0
545;SS;10;3;2000;10:52:00; ;1142-19233;2;1;170;100;10.9;12.2;132;136;NA;NA;2;0.5
546;SS;10;3;2000;14:05:00; ;803-05935;2;2;203;180;13.2;15.6;162;164;NA;NA;3;1
547;RT;10;4;2000;10:40:00; ;1177-04642;2;;370;955;26.5;30.5;218;223;NA;NA;2;0
548;RT;10;4;2000;11:56:00; ;1207-72642;2;;408;1225;28.8;32.7;225;225;NA;NA;2;0
549;RT;10;6;2000;12:59:00; ;1207-72643;2;;393;1400;27.9;35.3;215;221;NA;NA;3;0
550;RT;10;7;2000;09:55:00; ;1177-04643;1;;365;1025;24.6;30.1;225;224;NA;NA;1;0
551;RT;10;7;2000;10:27:00; ;1207-72644;1;;405;1140;28.2;31.9;244;249;NA;NA;1;0
552;RT;10;7;2000;10:43:00; ;1207-72645;1;;381;1080;26.1;31.6;232;233;NA;NA;0;0
553;RT;10;7;2000;12:24:00; ;1177-04644;1;;390;1135;27.6;31.1;238;239;NA;NA;2;0
554;RT;10;7;2000;15:12:00; ;1207-72646;1;;384;1430;29.8;35;231;235;NA;NA;1;0.25
555;RT;10;8;2000;12:25:00; ;1177-04645;1;;390;1050;25.6;29.9;218;221;NA;NA;1;0.25
556;RT;10;8;2000;13:29:00; ;1177-04646;1;;381;920;27;29.6;223;226;NA;NA;1;0.25
557;SS;10;9;2000;10:10:00; ;803-05936;2;2;194;175;12.4;14;152;152;NA;NA;4;1
558;RT;10;9;2000;14:00:00; ;1807-82702;1;;371;905;23.6;26.8;197;204;NA;NA;3;0.5
559;RT;10;9;2000;14:26:00; ;1177-04647;1;;356;915;26.4;28.9;195;204;NA;NA;2;0
560;RT;10;9;2000;14:38:00; ;1177-04648;1;;377;910;25;29;206;217;NA;NA;1;0
561;RT;10;10;2000;13:57:00; ;1177-04649;1;;362;950;25.4;29.7;213;215;NA;NA;2;0.5
562;SS;10;11;2000;12:21:00; ;1142-19234;2;1;165;105;10.1;11.8;127;132;NA;NA;4;1
563;SS;10;12;2000;10:10:00; ;1142-19235;2;1;155;100;9.3;11.8;122;130;NA;NA;4;0.5
564;RT;10;12;2000;13:35:00; ;1207-72647;1;;400;1225;27.3;34.2;222;233;NA;NA;2;0
565;SS;10;13;2000;09:33:00; ;1142-19236;2;1;161;105;10.4;12;124;138;NA;NA;2;0
566;RT;10;13;2000;09:58:00; ;1207-72648;1;;387;1090;27.9;32.4;227;227;NA;NA;2;0
567;RT;10;13;2000;11:08:00; ;1207-72649;1;;409;1350;30;32.7;235;245;NA;NA;2;0
568;SS;10;13;2000;12:35:00; ;2003-99320;2;2;195;200;13;13.4;158;172;NA;NA;3;1
569;SS;10;13;2000;14:45:00; ;2003-99321;2;2;196;200;13.5;15.4;150;156;NA;NA;4;0
570;SS;10;14;2000;11:35:00; ;1142-19237;2;1;169;100;10;11.7;133;135;NA;NA;3;1
571;RT;10;14;2000;12:07:00; ;1177-04650;1;;385;940;26.2;30.5;228;235;NA;NA;2;0
572;RT;10;14;2000;13:07:00; ;1807-82703;1;;377;920;24.7;29.3;219;225;NA;NA;2;0
573;RT;10;14;2000;13:12:00; ;1177-04651;1;;400;1190;29.4;33.3;231;237;NA;NA;2;0
574;SS;10;15;2000;12:50:00; ;1142-19238;1;1;164;90;9.4;10.7;127;132;NA;NA;3;0
575;SS;10;16;2000;14:30:00; ;1142-19239;2;1;165;95;10.4;11.4;127;130;NA;NA;3;0
576;RT;10;17;2000;15:03:00; ;1177-04652;1;;363;915;25;28.3;209;219;NA;NA;2;0
577;CH;10;18;2000;12:14:00; ;2206-35432;2;2;266;535;18.8;25.4;223;229;NA;NA;3;0
578;RT;10;18;2000;14:28:00; ;1177-04653;1;;403;1310;29.1;33.3;237;241;NA;NA;2;0
579;RT;10;19;2000;12:14:00; ;1177-04654;1;;375;950;26.9;30.1;210;211;NA;NA;2;0
580;SS;10;19;2000;13:38:00; ;1142-09240;2;1;166;120;10.1;11.7;133;137;NA;NA;2;1
581;RT;10;20;2000;09:48:00; ;1177-04655;1;;373;975;26.1;27.9;215;221;NA;NA;2;0
582;RT;10;20;2000;11:46:00; ;1177-04656;1;;373;990;27.9;31;217;219;NA;NA;2;0
583;SS;10;20;2000;12:38:00; ;1142-09241;2;1;170;110;11.4;121;135;143;NA;NA;1;1
584;RT;10;20;2000;14:12:00; ;1177-04657;2;;373;1270;26.5;29.6;207;210;NA;NA;2;0
585;RT;10;20;2000;14:27:00; ;1807-82704;1;;354;960;26;31;211;213;NA;NA;3;0.25
586;RT;10;20;2000;14:45:00; ;1207-72650;1;;394;1290;28.8;30.7;225;232;NA;NA;2;0
587;SS;10;21;2000;09:22:00; ;1142-09242;1;1;165;95;10.2;11.6;131;139;NA;NA;3;0
588;CH;10;21;2000;13:57:00; ;1705-24640;2;2;261;505;19.2;25.1;203;203;NA;NA;2;0
589;RT;10;21;2000;14:12:00; ;1177-04658;1;;377;1045;26.9;31.5;223;225;NA;NA;2;0
590;RT;10;25;2000;12:51:00; ;1177-04659;1;;364;1090;27.1;30.3;218;223;NA;NA;2;1
591;RT;10;25;2000;13:45:00; ;1177-04660;1;;385;1180;28.6;30;222;225;NA;NA;2;0
592;RT;10;26;2000;09:21:00; ;1177-04661;1;;390;1195;27.6;34.7;235;237;NA;NA;2;0
593;RT;10;26;2000;10:53:00; ;1177-04662;2;;383;1055;27.7;32.7;208;208;NA;NA;2;0
594;RT;10;26;2000;12:53:00; ;1177-04663;1;;365;1025;26.1;30.3;216;223;NA;NA;2;0
595;SS;10;27;2000;10:49:00; ;803-05937;1;2;201;175;12;14.8;157;163;NA;NA;3;0
596;RT;10;27;2000;13:15:00; ;1177-04664;1;;376;940;25.1;31.7;217;220;NA;NA;2;0
597;RT;10;27;2000;14:49:00; ;1207-72651;2;;402;1335;28.3;33.3;219;217;NA;NA;2;0.25
598;RT;10;29;2000;09:45:00; ;1177-04665;1;;394;1085;29.4;32.7;235;230;NA;NA;1;0.25
599;CH;10;29;2000;13:36:00; ;1204-45871;1;1;223;375;16.2;20.7;185;208;NA;NA;2;1
600;RT;10;30;2000;11:20:00; ;1177-04666;2;;378;1090;28;30.9;212;217;NA;NA;2;0.25
601;RT;11;1;2000;12:08:00; ;1177-04667;1;;369;995;26;28.2;211;225;NA;NA;2;0
602;RT;11;1;2000;13:16:00; ;1177-04668;2;;378;1090;28;30.7;201;209;NA;NA;1;0.5
603;RT;11;2;2000;09:55:00; ;1177-04669;2;;262;1020;28;31.2;200;207;NA;NA;2;0
604;SS;11;2;2000;10:28:00; ;1142-19243;1;1;165;100;10.6;12.1;137;150;NA;NA;4;1
605;RT;11;2;2000;12:47:00; ;1177-04670;2;;379;1000;28.6;32.2;217;224;NA;NA;1;0
606;RT;11;3;2000;09:42:00; ;1177-04671;1;;380;1085;27.4;33.3;223;225;NA;NA;1;0
607;RT;11;4;2000;11:20:00; ;1177-04672;2;;380;1045;24.9;27;199;206;NA;NA;2;0
608;RT;11;4;2000;13:10:00; ;1177-04673;1;;393;1060;27.7;32.4;217;225;NA;NA;1;0
609;RT;11;4;2000;13:24:00; ;1207-72652;2;;389;1135;27.1;32.1;207;210;NA;NA;2;0
610;RT;11;8;2000;10:31:00; ;1207-72653;1;;395;1210;28.5;28.5;222;223;NA;NA;3;0
611;SS;11;12;2000;13:50:00; ;2003-99233;1;2;207;185;13;14.3;163;172;NA;NA;2;1
612;RT;11;14;2000;11:40:00; ;1807-82705;1;;367;965;24.8;24.1;217;220;NA;NA;3;0
613;RT;11;14;2000;11:57:00; ;1177-04674;2;;368;905;26.8;27;200;204;NA;NA;0;0.5
614;RT;11;18;2000;10:47:00; ;1177-04675;1;;377;1125;25.3;29.5;220;226;NA;NA;2;0
615;RT;11;20;2000;11:15:00; ;1177-04676;1;;374;950;27.2;29.8;216;224;NA;NA;2;1
616;RT;11;21;2000;12:03:00; ;1177-04677;2;;385;1195;27.3;30.9;216;227;NA;NA;3;0
617;RT;9;3;2001;13:30:00; ;1177-04698;1;;363;1005;25;31.6;222;226;NA;NA;2;0
618;SS;9;9;2001;11:51:00; ;1142-19244;1;1;164;95;11.4;130;136;136;NA;NA;4;0
619;SS;9;10;2001;09:39:00; ;2003-99323;2;2;199;175;12.3;15;142;149;NA;NA;4;0
620;RT;9;10;2001;14:05:00; ;1177-04678;1;;378;995;26.2;30;213;222;NA;NA;2;0
621;SS;9;12;2001;11:03:00; ;803-05938;1;2;200;165;12.1;14.2;154;158;NA;NA;4;0.25
622;RT;9;12;2001;11:35:00; ;1207-72654;1;;405;1170;29.25;39.8;226;230;NA;NA;2;0
623;SS;9;13;2001;10:20:00; ;2003-99324;1;2;194;145;12;14.6;156;161;NA;NA;3;0
624;SS;9;13;2001;11:00:00; ;2003-99325;1;2;190;175;12.4;15.2;160;159;NA;NA;1;0.5
625;SS;9;13;2001;13:03:00; ;2003-99326;1;2;195;170;13.1;14.8;149;161;NA;NA;2;1
626;SS;9;14;2001;10:35:00; ;1213-58903;1;1;161;105;10.3;11.2;131;135;NA;NA;3;1
627;SS;9;14;2001;13:05:00; ;1213-58904;1;1;168;95;10;11.4;137;139;NA;NA;3;0.25
628;SS;9;14;2001;13:55:00; ;1213-58905;1;1;160;95;9.8;10.8;126;132;NA;NA;2;1
629;RT;9;16;2001;14:00:00; ;1177-04679;1;;392;1085;31.2;34.6;210;219;NA;NA;1;0
630;SS;9;19;2001;10:11:00; ;2003-99327;1;2;201;165;12.3;14.8;165;168;NA;NA;4;0
631;RT;9;19;2001;11:55:00; ;1207-72655;1;;395;1115;27.4;32.7;235;240;NA;NA;1;0
632;RT;9;20;2001;12:50:00; ;1207-72656;1;;390;1195;27.6;33;222;228;NA;NA;1;0.5
633;SS;9;22;2001;09:45:00; ;1142-19245;1;1;161;100;9.8;11.9;129;132;NA;NA;3;0
634;CH;9;22;2001;10:45:00; ;1705-24641;2;1;230;365;16.9;23.55;192;204;NA;NA;3;0.25
635;SS;9;22;2001;14:57:00; ;2003-99328;1;2;192;170;11.9;9.5;156;161;NA;NA;4;0.5
636;SS;9;24;2001;12:50:00; ;1213-58906;1;1;156;90;9.8;11.3;135;138;NA;NA;1;0
637;SS;9;24;2001;14:20:00; ;1213-58907;1;1;158;95;10.7;11.1;129;136;NA;NA;2;1
638;SS;9;26;2001;10:15:00; ;1142-19246;1;1;167;115;9.8;11.4;131;135;NA;NA;3;1
639;SS;9;26;2001;12:20:00; ;804-00201;1;2;199;155;11.9;14.5;160;165;NA;NA;4;0
640;CH;9;27;2001;13:40:00; ;1705-24642;1;2;320;229;17;21;195;199;NA;NA;2;0
641;RT;9;30;2001;12:33:00; ;1207-72657;2;;389;1165;29;33.1;223;226;NA;NA;2;0
642;CH;10;2;2001;11:00:00; ;804-00202;1;1;227;155;17.1;21;192;204;NA;NA;1;0.25
643;CH;10;2;2001;13:15:00; ;804-00203;2;1;230;340;16.1;20.2;198;202;NA;NA;2;0
644;SS;10;3;2001;10:29:00; ;2003-99329;2;2;199;180;12;15.5;152;159;NA;NA;4;0
645;RT;10;5;2001;14:29:00; ;1177-04680;1;;378;235;25.4;30.7;223;231;NA;NA;1;0.5
646;SS;10;9;2001;13:25:00; ;1142-19247;1;1;164;105;10.2;11.2;132;137;NA;NA;2;1
647;RT;10;9;2001;14:58:00; ;1207-72658;2;;385;1085;27.5;30.8;216;226;NA;NA;2;0.5
648;RT;10;14;2001;09:36:00; ;1177-04681;1;;369;970;26.1;30.4;207;212;NA;NA;2.5;0
649;RT;10;14;2001;10:27:00; ;1177-04682;1;;378;1030;28.5;31.9;218;223;NA;NA;2;0
650;RT;10;14;2001;11:52:00; ;1177-04683;1;;373;1015;25.5;29.6;215;335;NA;NA;2.5;0
651;RT;10;14;2001;12:20:00; ;1177-04684;2;;419;1030;29.2;31.5;224;229;NA;NA;2.5;0
652;RT;10;14;2001;14:12:00; ;1177-04685;1;;414;1215;26.4;29.2;242;232;NA;NA;2;0
653;SS;10;15;2001;13:20:00; ;2003-99330;2;2;203;185;13.5;14.2;157;170;NA;NA;2.5;0
654;SS;10;17;2001;09:50:00; ;1142-19248;2;1;162;95;10.2;11;119;121;NA;NA;3;0.25
655;SS;10;17;2001;10:36:00; ;1142-19249;1;1;165;95;10;11;130;138;NA;NA;3;0
656;SS;10;17;2001;10:58:00; ;1142-19250;2;1;161;95;9.7;11;124;134;NA;NA;4;0.5
657;SS;10;17;2001;11:35:00; ;1142-19251;1;1;161;110;10.1;11.8;130;137;NA;NA;2;0.75
658;RT;10;17;2001;12:59:00; ;1177-04686;1;;404;1170;28.4;32.8;237;240;NA;NA;1;0
659;SS;10;17;2001;13:48:00; ;1142-19252;1;1;165;105;10.4;11.2;140;139;NA;NA;3;0.25
660;SS;10;17;2001;14:03:00; ;2003-99331;2;2;199;175;12.8;14.5;159;160;NA;NA;3;0
661;SS;10;18;2001;09:24:00; ;1142-19253;1;1;171;95;10.9;11.7;138;145;NA;NA;3;0
662;SS;10;18;2001;09:58:00; ;2003-99332;2;2;213;190;13.7;15.2;159;269;NA;NA;4;0
663;SS;10;18;2001;10:11:00; ;1142-19254;2;1;169;105;10.2;11.8;136;142;NA;NA;3;1
664;RT;10;18;2001;10:35:00; ;1207-72659;1;;379;1435;27.4;32.7;221;221;NA;NA;3;0
665;RT;10;18;2001;12:00:00; ;1207-72660 ;1;;407;1235;30.1;35.8;243;246;NA;NA;2;0
666;RT;10;18;2001;12:42:00; ;1177-04689;1;;376;1055;29.5;32.2;222;220;NA;NA;3;0
667;RT;10;18;2001;13:56:00; ;1177-04688;1;;380;1105;22;30.8;208;212;NA;NA;2;0.5
668;SS;10;18;2001;14:29:00; ;1142-19255;2;1;172;120;9.8;11.8;132;141;NA;NA;2;1
669;RT;10;18;2001;15:30:00; ;1207-72661;1;;408;1390;28.4;32.7;245;243;NA;NA;1;0.75
670;SS;10;19;2001;11:53:00; ;1142-19256;2;1;167;105;10.3;10.8;131;138;NA;NA;2;0
671;RT;10;19;2001;12:42:00; ;1177-04690;2;;374;1080;26.5;31.3;206;214;NA;NA;3;0
672;RT;10;21;2001;12:48:00; ;1177-04691;1;;376;910;26.1;32.2;220;224;NA;NA;2;0
673;CH;10;23;2001;10:55:00; ;1705-24643;1;2;258;490;18;24.2;214;214;NA;NA;2;0
674;RT;10;23;2001;12:24:00; ;1807-66307;1;;370;845;25;27.4;217;220;NA;NA;2;0
675;SS;10;23;2001;12:55:00; ;2003-99333;2;2;202;175;13.3;14.9;162;171;NA;NA;3.5;0
676;RT;10;25;2001;10:29:00; ;1807-66308;1;;363;865;25.6;27.3;210;211;NA;NA;3;0
677;SS;10;25;2001;11:04:00; ;2003-99334;2;2;200;180;11.9;13.5;163;173;NA;NA;3;0
678;RT;10;25;2001;11:50:00; ;1177-04692;1;;372;2030;26.2;30.2;196;204;NA;NA;3;0
